Constituency,74 HISSAR,,,,,
1 .,OM PARKASH MAHAJAN,,M,IND,17890,33.13%
2 .,BALDEV TAYAL,,M,JNP,14320,26.52%
3 .,HUNA MAL GOYAL,,M,INC,8796,16.29%
4 .,HARI SINGH,,M,IND,8241,15.26%
5 .,GULAB SINGH,,M,IND,1811,3.35%
6 .,PARKASH CHAND,,M,BJP,665,1.23%
7 .,SURESH KUMAR,,M,IND,387,0.72%
8 .,SHIV KUMAR SAROLIA,,M,IND,207,0.38%
9 .,SAJAN KUMAR,,M,IND,188,0.35%
10 .,JAGDISH,,M,IND,186,0.34%
11 .,RICHHPAL SINGH,,M,IND,157,0.29%
12 .,SUBASH CHANDER SHARMA,,M,IND,141,0.26%
13 .,SAMER SINGH,,M,IND,136,0.25%
14 .,SUBHASHH,,M,IND,126,0.23%
15 .,TRILOK SAINI,,M,IND,124,0.23%
16 .,CHHABILA,,M,IND,120,0.22%
17 .,RISHI KESH,,M,IND,114,0.21%
18 .,GAYASAN LAL,,M,IND,87,0.16%
19 .,HARI SINGH YADAV,,M,IND,69,0.13%
20 .,RAMA NAND,,M,IND,54,0.10%
21 .,SHIV LAL,,M,IND,49,0.09%
22 .,SITA RAM,,M,IND,40,0.07%
23 .,BED PARKASH,,M,IND,35,0.06%
24 .,LACHMAN DASS,,M,IND,35,0.06%
25 .,HARI OM KUMAR,,M,IND,26,0.05%
ELECTORS :,78721 VOTERS  : 54809,,POLL PERCENTAGE  :,69.62%,VALID VOTES,54004
Constituency,75 GHIRAI,,,,,
1 .,KANWAL SINGH,,M,LKD,17975,33.63%
2 .,SURESH KUMAR MITTAL,,M,IND,15814,29.58%
3 .,ISHWAR SINGH,,M,INC,12972,24.27%
4 .,NARENDER SINGH RANA,,M,IND,2749,5.14%
5 .,BALRAJ SINGH,,M,IND,1466,2.74%
6 .,BANARSI DASS,,M,IND,556,1.04%
7 .,GULAB SINGH,,M,IND,547,1.02%
8 .,BALDEVA,,M,IND,335,0.63%
9 .,JAGAT RAM,,M,IND,325,0.61%
10 .,RANDHIR SINGH,,M,IND,321,0.60%
11 .,MEWA SINGH BOLAN,,M,IND,313,0.59%
12 .,ABHEY RAM,,M,IND,83,0.16%
ELECTORS :,79514 VOTERS  : 54480,,POLL PERCENTAGE  :,68.52%,VALID VOTES,53456
Constituency,76 TOHANA,,,,,
1 .,HARPAL SINGH,,M,INC,31184,52.93%
No.,CANDIDATE,,SEX,PARTY,VOTES,%
2 .,BAKSHI RAM,,M,IND,23792,40.38%
3 .,SAMPURAN SINGH,,M,CPI,1466,2.49%
4 .,FATEH SINGH,,M,IND,1014,1.72%
5 .,RAM SINGH,,M,IND,501,0.85%
6 .,SURESH CHAND,,M,IND,247,0.42%
7 .,PRITHVI SINGH,,M,IND,243,0.41%
8 .,SHANKER,,M,IND,186,0.32%
9 .,GULAB SINGH,,M,IND,125,0.21%
10 .,SHAM LAL,,M,IND,85,0.14%
11 .,SHYAM BIHARI,,M,IND,75,0.13%
ELECTORS :,79451 VOTERS  : 60191,,POLL PERCENTAGE  :,75.76%,VALID VOTES,58918
Constituency,77 RATIA (SC),,,,,
1 .,NEKI RAM,,M,INC,17342,37.55%
2 .,ATMA SINGH,,M,LKD,17144,37.12%
3 .,RAM SARUP S/O SADHU,,M,JNP,8163,17.68%
4 .,HANSA RAM,,M,IND,840,1.82%
5 .,RAM CHANDER DAHIYA,,M,IND,660,1.43%
6 .,SURJA RAM,,M,IND,529,1.15%
7 .,BALBIR SINGH,,M,IND,380,0.82%
8 .,LAL CHAND,,M,IND,294,0.64%
9 .,RISHALA,,M,IND,191,0.41%
10 .,RAM SARUP S/O RANJIT SINGH,,M,IND,184,0.40%
11 .,RAJ KUMAR,,M,IND,156,0.34%
12 .,LACHHMAN DASS,,M,IND,154,0.33%
13 .,BHANA RAM,,M,IND,145,0.31%
ELECTORS :,74015 VOTERS  : 47225,,POLL PERCENTAGE  :,63.80%,VALID VOTES,46182
Constituency,78 FATEHABAD,,,,,
1 .,GOBIND RAI,,M,INC,29118,48.37%
2 .,HARMINDER SINGH,,M,LKD,20112,33.41%
3 .,HARPHOOL SINGH,,M,IND,5990,9.95%
4 .,MANI RAM CHHAPOLA,,M,IND,1417,2.35%
5 .,TEK CHAND,,M,IND,891,1.48%
6 .,NAROTAM KUMAR,,M,IND,543,0.90%
7 .,MANRUP,,M,IND,504,0.84%
8 .,RAM RICHPAL,,M,IND,350,0.58%
9 .,HANS RAJ,,M,IND,337,0.56%
10 .,RAM SINGH,,M,IND,324,0.54%
11 .,MOTI RAM SHARMA,,M,IND,295,0.49%
12 .,BALWANT SINGH,,M,IND,218,0.36%
13 .,OM PARKASH,,M,IND,101,0.17%
ELECTORS :,86731 VOTERS  : 61486,,POLL PERCENTAGE  :,70.89%,VALID VOTES,60200
Constituency,79 ADAMPUR,,,,,
1 .,BHAJAN LAL,,M,INC,42227,68.06%
2 .,NAR SINGH BISHNOI,,M,LKD,17515,28.23%
3 .,DUNI CHAND,,M,IND,710,1.14%
4 .,NARAIN DASS,,M,IND,593,0.96%
5 .,CHHAJU RAM,,M,IND,513,0.83%
6 .,SUBHASH CHANDER,,M,IND,208,0.34%
No.,CANDIDATE,,SEX,PARTY,VOTES,%
7 .,MADAN LAL,,M,IND,181,0.29%
8 .,CHET RAM,,M,IND,93,0.15%
ELECTORS :,80950 VOTERS  : 63054,,POLL PERCENTAGE  :,77.89%,VALID VOTES,62040
Constituency,80 DARBA KALAN,,,,,
1 .,BAHADUR SINGH,,M,INC,30572,49.21%
2 .,JAGDISH,,M,LKD,27983,45.05%
3 .,KHAYALI RAM,,M,IND,1120,1.80%
4 .,KRISHAN,,M,IND,927,1.49%
5 .,INDRAJ,,M,IND,461,0.74%
6 .,DHANPAT RAM,,M,JNP,363,0.58%
7 .,BANWARI,,M,IND,161,0.26%
8 .,AMARJIT,,M,IND,155,0.25%
9 .,RAMESHWAR,,M,IND,120,0.19%
10 .,BHADER,,M,IND,109,0.18%
11 .,PHOOL CHAND,,M,IND,81,0.13%
12 .,NIHAL SINGH,,M,IND,70,0.11%
ELECTORS :,80257 VOTERS  : 63163,,POLL PERCENTAGE  :,78.70%,VALID VOTES,62122
Constituency,81 ELLENABAD (SC),,,,,
1 .,BHAGI RAM,,M,LKD,32341,52.27%
2 .,MANI RAM,,M,INC,26523,42.87%
3 .,UDMI RAM,,M,CPI,1946,3.15%
4 .,HARI RAM,,M,IND,657,1.06%
5 .,BUTA SINGH,,M,IND,322,0.52%
6 .,ITWARI LAL,,M,IND,80,0.13%
ELECTORS :,79052 VOTERS  : 62701,,POLL PERCENTAGE  :,79.32%,VALID VOTES,61869
Constituency,82 SIRSA,,,,,
1 .,LACHHMAN DAS ARORA,,M,IND,18458,30.61%
2 .,MAHAVIR PARSHAD RATHUSARIA,,M,BJP,16678,27.66%
3 .,RAM SARUP BANSAL,,M,INC,16477,27.32%
4 .,SHANKER LAL,,M,JNP,3970,6.58%
5 .,JAI CHAND,,M,CPI,2541,4.21%
6 .,RAM SARUP,,M,IND,380,0.63%
7 .,MADAN MOHAN KANDA,,M,IND,371,0.62%
8 .,JYOTI PARKASH GUPTA,,M,IND,292,0.48%
9 .,BHAGWAN DASS,,M,IND,239,0.40%
10 .,LALIT MOHAN GUPTA,,M,IND,151,0.25%
11 .,RADHEY SHYAM,,M,IND,140,0.23%
12 .,HARI CHAND,,M,IND,134,0.22%
13 .,MANGAL SINGH,,M,IND,125,0.21%
14 .,RAJ KUMAR,,M,IND,118,0.20%
15 .,SURENDER SINGH,,M,IND,110,0.18%
16 .,SURESH KUMAR,,M,IND,90,0.15%
17 .,APINDER SINGH,,M,IND,30,0.05%
ELECTORS :,83218 VOTERS  : 61315,,POLL PERCENTAGE  :,73.68%,VALID VOTES,60304
Constituency,83 RORI,,,,,
1 .,JAGDISH MEHRA,,M,INC,32921,56.83%
2 .,PARTAP SINGH,,M,LKD,21101,36.42%
3,,,,,,
ELECTORS :,78838 VOTERS  : 59073,,,POLL PERCENTAGE  :,74.93%,VALID VOTES,57934
Constituency,84 DABWALI (SC),,,,,,
1 .,GOVERDHAN DASS CHOUHAN,,,M,INC,27234,47.69%
2 .,MANI RAM,,,M,LKD,26694,46.74%
3 .,SAHIB RAM,,,M,IND,1053,1.84%
4 .,GURNAM SINGH,,,M,IND,686,1.20%
5 .,JASA RAM,,,M,IND,479,0.84%
6 .,NOPA RAM,,,M,IND,352,0.62%
7 .,RAMESHWAR DASS,,,M,IND,298,0.52%
8 .,KRISHAN LAL,,,M,IND,252,0.44%
9 .,SUKHDEV SINGH,,,M,IND,64,0.11%
ELECTORS :,81696 VOTERS  : 58246,,,POLL PERCENTAGE  :,71.30%,VALID VOTES,57112
Constituency,85 BAWAL (SC),,,,,,
1 .,SHAKUNTLA,,,F,INC,33534,59.21%
2 .,MURARI LAL,,,M,LKD,15022,26.52%
3 .,KANHIA LAL,,,M,IND,5242,9.26%
4 .,MOHAN LAL,,,M,IND,913,1.61%
5 .,CHANDER PARKASH,,,M,JNP,805,1.42%
6 .,PURAN CHAND,,,M,IND,565,1.00%
7 .,SHRI RAM,,,M,IND,363,0.64%
8 .,HIRA LAL,,,M,IND,193,0.34%
ELECTORS :,90423 VOTERS  : 57767,,,POLL PERCENTAGE  :,63.89%,VALID VOTES,56637
Constituency,86 REWARI,,,,,,
1 .,RAM SINGH,,,M,IND,32378,53.22%
2 .,SUMITRA DEVI,,,F,INC,23662,38.90%
3 .,RAGHU YADAV,,,M,JNP,3121,5.13%
4 .,MAHABIR SINGH,,,M,BJP,1017,1.67%
5 .,VED PRAKASH,,,M,IND,657,1.08%
ELECTORS :,84519 VOTERS  : 61761,,,POLL PERCENTAGE  :,73.07%,VALID VOTES,60835
No.,CANDIDATE,,SEX,PARTY,VOTES,%
3 .,KRISHAN KUMAR,,M,IND,1089,1.88%
4 .,MAHIPAT,,M,JNP,630,1.09%
5 .,NAZER SINGH,,M,IND,587,1.01%
6 .,HAKAM SINGH,,M,IND,515,0.89%
7 .,SANT SINGH,,M,IND,434,0.75%
8 .,GURDEV SINGH,,M,IND,387,0.67%
9 .,HARBANS KAUR,,F,IND,146,0.25%
10 .,JAG RAJ SINGH,,M,IND,124,0.21%
ELECTORS :,78838 VOTERS  :,59073,POLL PERCENTAGE  :,74.93%,VALID VOTES,57934
ELECTORS :,84519 VOTERS  :,,61761,POLL PERCENTAGE  :,73.07%,VALID VOTES,60835
Constituency,87 JATUSANA,,,,,,
1 .,INDERJEET SINGH,,,M,INC,28994,47.81%
2 .,MAHA SINGH,,,M,LKD,17912,29.54%
3 .,YUDHBIR SINGH,,,M,IND,8263,13.63%
4 .,SATYAWAN,,,M,IND,2549,4.20%
5 .,KAMALA DEVI,,,F,IND,861,1.42%
6 .,RANDHIR SINGH,,,M,IND,658,1.09%
7 .,DHARAM SINGH,,,M,IND,579,0.95%
8 .,AJIT SINGH,,,M,IND,455,0.75%
9 .,RAM CHANDER,,,M,IND,287,0.47%
10,,,,,,,
10
ELECTORS :96994
VOTERS  :62122
POLL PERCENTAGE  :64.05%
VALID VOTES60642
1
2
3
4
5
6
7
8
9
10
ELECTORS :93068,VOTERS  :68881,POLL PERCENTAGE  :74.01%,VALID VOTES67573
,,
1
2
3
4
5
6
7
8
9
10
ELECTORS :93246
VOTERS  :59188
POLL PERCENTAGE  :63.48%
VALID VOTES57881
1
2
3
4
5
6
7
8
9
10
11
12
13
ELECTORS :88225
VOTERS  :57465
POLL PERCENTAGE  :65.13%
VALID VOTES56387
